vote_average,title
4.0,Springtime in the Sierras
4.0,Quarantine L.A.
3.7,The Asylum
8.0,The Beach Boys: An American Band
6.0,The Desert Song
5.0,Die Reise
5.3,The Journey
4.0,W.A.R.: Women Against Rape
5.0,¡Por mis... pistolas!
5.5,El profe
5.8,"No eres tú, soy yo"
7.4,Hazard
6.0,Into a Dream
6.0,Young Dragons: Kung Fu Kids II
6.3,Disney's American Legends
7.6,The Red Turtle
8.3,Au revoir l'été
6.3,Hospitalité
5.8,Symptoms
5.3,The Dog Lover
7.5,Notes on Blindness
5.0,La vida alrededor
5.1,Mickey Mouse in Vietnam
4.0,Satanic
7.9,"Life, Animated"
7.1,The Innocents
5.0,The Kind Words
8.3,Eat that Question: Frank Zappa in His Own Words
3.3,Argentina
6.7,Presenting Princess Shaw
4.5,He Who Must Die
5.8,Distracted
7.8,Fittest On Earth (The Story Of The 2015 Reebok CrossFit Games)
5.6,El señor doctor
5.2,Don Quijote cabalga de nuevo
6.0,El ministro y yo
7.0,El patrullero 777
6.5,El barrendero
7.4,The Rolling Stones Rock and Roll Circus
7.1,Nerve
4.1,Code of Honor
7.0,Rabbit's Moon
6.5,Puce Moment
6.5,Fat Man on a Beach
5.2,Hellevator
7.0,Sully
5.7,Slack Bay
6.5,The Son of Joseph
6.4,The Demons
7.3,It's Only the End of the World
7.7,Aloys
2.9,The Forbidden Dance
2.0,Skinheads
1.3,Final Justice
5.4,Wacko
2.3,The Return
6.3,Black Shampoo
6.5,The Bad Bunch
7.3,The Portal
7.8,Jim Jefferies: Freedumb
6.7,Dirty Lies
4.3,Crazy Eyes
7.2,The Grandmother
4.0,51 Degrees North
5.0,Webmaster
5.0,The Miki Howard Story
6.8,The Devil Strikes at Night
5.0,The Sons of Great Bear
6.3,Here
6.4,Goldstone
6.0,Up for Love
6.9,Irène
4.7,The Benefactor
5.0,Countdown
2.4,Dead Sea
3.4,Lake Eerie
6.0,La nostra terra
6.7,The Fury of the Wolf Man
6.2,My Friend Rockefeller
5.8,The Married Couple of the Year Two
6.7,Prince of Broadway
6.3,Rolling Papers
6.6,Bitcoin: The End of Money as We Know It
8.6,The Irish Pub
5.0,Fender Bender
5.9,The King of the Kickboxers
7.0,The Emperor in August
6.6,The Infiltrator
4.0,Israel: Birth of a Nation
6.8,War Dogs
7.0,Homme Less
4.9,Double Daddy
7.0,KidPoker
6.0,The Book of Daniel
5.4,Boys on the Run
6.6,Sunspring
4.7,Mono
7.3,Living in the Age of Airplanes
7.2,The Lost Valentine
2.8,Back in the Day
7.2,Undrafted
3.5,Zombie Nightmare
5.3,Outlaws and Angels
5.8,Brahman Naman
6.1,To Steal from a Thief
6.3,A Beautiful Planet
4.9,Helix
4.0,Daniel Tosh: People Pleaser
5.2,Curse of the Crimson Altar
8.5,These Birds Walk
7.0,Un grand cri d'amour
6.5,We Will All Meet in Paradise
6.6,Our RoboCop Remake
4.2,Abraham Lincoln vs. Zombies
7.3,The Iceman: Confessions of a Mafia Hitman
6.0,Adam
5.9,Forbidden Ground
5.0,The Blood of Jesus
4.7,Crash Landing
5.0,Dirty Gertie from Harlem U.S.A.
6.3,In Pursuit of Honor
7.1,Looking: The Movie
5.0,No More Excuses
4.5,Quantrill's Raiders
6.5,Red Sun
6.5,Something for a Lonely Man
7.5,The Immortals
5.6,Films to Keep You Awake: Spectre
4.3,The Green Inferno
7.7,Kiuleandra
5.3,Victor Young Perez
5.4,Emma's Chance
4.6,Cyborg X
4.7,Vigilante Diaries
6.2,Traders
4.0,On the Brain
3.0,Night of the Sharks
7.5,Can't You Hear the Wind Howl? The Life & Music of Robert Johnson
9.0,Us Two
5.0,Rebirth
5.0,Ozzie
6.4,Black
6.5,The Great Martian War 1913 - 1917
7.5,I Am Belfast
6.6,Tony Robbins: I Am Not Your Guru
6.2,Author: The JT LeRoy Story
5.9,The New Kid
5.5,The Mirage
6.4,Walt Before Mickey
5.9,The Love Witch
6.2,Batman: The Killing Joke
7.0,American Juggalo
6.2,Oxyana
3.9,The Presence
1.8,Isle of the Snake People
6.4,The Bloody Judge
6.3,The Torture Chamber of Dr. Sadism
5.1,Circus of Fear
4.0,Albino
5.5,Once Upon a Spy
8.0,Nutcracker Fantasy
10.0,The Far Pavilions
6.2,Around the World in 80 Days
5.3,Sherlock Holmes: Incident at Victoria Falls
3.5,Sherlock Holmes and the Leading Lady
5.5,The Rainbow Thief
8.0,Honeymoon Academy
6.7,Soul Music
5.7,Wyrd Sisters
4.8,Greyfriars Bobby
6.6,Gormenghast
5.0,I tromboni di Fra' Diavolo
4.0,Hollow
3.8,The Mysterious Mr. Wong
6.0,The Whispering Shadow
3.3,Alien Tornado
5.8,The Dark Eyes of London
5.5,The Mystery of the Marie Celeste
6.0,Poison Berry in my Brain
6.3,Bad Moms
7.2,Hell or High Water
5.7,Southside with You
6.7,Little Men
4.5,Meet the Blacks
4.8,Terra Formars
6.8,Kingsglaive: Final Fantasy XV
5.6,Back to Mom's
6.0,Siccîn 2
4.6,Ghost Team
5.1,Bite
10.0,The Dragon Lives Again
6.1,Revenge of the Bridesmaids
8.0,Protagonist
6.7,Don't Breathe
5.5,The Pills - Sempre meglio che lavorare
5.1,47 Meters Down
6.2,Scare Campaign
7.0,Gabo: The Creation of Gabriel Garcia Marquez
6.6,Hillary's America: The Secret History of the Democratic Party
7.7,Pufnstuf
6.0,My Best Friend
7.5,Guys and Dolls
5.0,In Celebration
7.4,In the Family
5.0,The Final Terror
6.0,Misunderstood
10.0,American Hostage
6.4,River
4.8,The Call Up
4.0,Berserker
5.6,A Day in the Death of Joe Egg
8.0,We Think the World of You
6.0,An Englishman Abroad
6.3,The Return of the Soldier
5.8,Robinson Crusoe
7.0,Grandma
4.3,Basta Poco
6.8,Belle and Sebastian: The Adventure Continues
1.5,Nomi e cognomi
4.3,Bimboland
2.0,"Splash, Too"
6.0,Sky Line
3.3,Sx_Tape
6.0,VeggieTales: Where's God When I'm Scared
4.0,VeggieTales: God Wants Me to Forgive Them!?!
6.7,"VeggieTales: Rack, Shack & Benny"
1.0,VeggieTales: Are You My Neighbor?
1.3,VeggieTales: Dave and the Giant Pickle
7.5,VeggieTales: Very Silly Songs
5.5,VeggieTales: Josh and the Big Wall
4.3,VeggieTales: Madame Blueberry
4.7,VeggieTales: Esther...The Girl Who Became Queen
4.5,VeggieTales: King George and the Ducky
1.0,"VeggieTales: Lyle, the Kindly Viking"
4.2,VeggieTales: The Ultimate Silly Song Countdown
3.8,VeggieTales: The Ballad of Little Joe
5.0,VeggieTales: Lord of the Beans
3.9,VeggieTales: Minnesota Cuke and the Search for Samson's Hairbrush
2.0,VeggieTales: Duke and the Great Pie War
3.0,VeggieTales: LarryBoy & The Bad Apple
3.0,VeggieTales: Sheerluck Holmes and the Golden Ruler
2.0,VeggieTales: The Wonderful Wizard of Ha's
1.0,VeggieTales: Tomato Sawyer & Huckleberry Larry's Big River Rescue
5.0,Body
4.6,Dark Haul
6.7,David Bowie & the Story of Ziggy Stardust
5.0,Dim Sum Funeral
5.8,Heller in Pink Tights
5.9,King Cobra
5.3,The Alamo: Thirteen Days to Glory
5.9,The Touch
4.3,The Wedding March
5.6,Three Faces West
5.0,Tumbledown
5.5,Why Did I Get Married? The Play
7.2,Jaco
4.3,Sharknado 4: The 4th Awakens
5.7,Donald Trump's The Art of the Deal: The Movie
7.3,The Edge of Seventeen
7.7,Clinton Cash
5.8,When the Lights Went Out
7.4,Symphony No. 42
5.3,Manhattan Romance
3.9,Intruder
6.3,'Master Harold'... and the Boys
7.5,Detective Conan: The Fourteenth Target
7.2,Detective Conan: The Last Wizard of the Century
7.0,The Last Brickmaker in America
6.9,Anthropoid
6.2,Blood Father
5.4,Joshy
5.4,Snowtime!
8.2,Free to Run
6.6,Elle
5.0,Dough
6.7,The Little House
6.0,Anne of Green Gables
5.3,Daylight's End
5.0,The Lorry
6.0,T.R. Baskin
4.5,Anything Can Happen
6.0,Medusa
7.3,Mr. Blue Sky: The Story of Jeff Lynne & ELO
7.0,Meeting David Wilson
5.5,Starship
7.4,Liar Game: The Final Stage
5.5,The Ducktators
5.0,TransFatty Lives
5.3,Anna M.
7.8,The Upturned Glass
4.8,Breaking the Surface
4.9,3 Days of Normal
2.3,Bubblegum and Broken Fingers
5.0,Wedding Day
6.5,Johan Falk: Organizatsija Karayan
6.0,Johan Falk: Barninfiltratören
6.4,Johan Falk: Leo Gaut
5.0,The San Francisco Story
6.0,Rough Shoot
5.0,Autobiography of a Princess
2.0,The Rosa Parks Story
5.3,Friend Request
4.4,Let's Be Evil
5.4,Five Nights in Maine
10.0,Bazodee
7.0,Breaking Glass
5.6,Edge of Winter
5.5,Viral
4.0,The Remains
5.0,Sus ojos se cerraron y el mundo sigue andando
6.7,The Sicilian Girl
5.1,The Mind's Eye
5.1,Summer Camp
1.5,Just Tell Me What You Want
10.0,King: A Filmed Record... Montgomery to Memphis
6.0,The Appointment
6.0,That Kind of Woman
2.5,The Making of Trump
7.0,We of the Never Never
6.4,The Land
6.3,Jedda
8.3,Lie Detector
7.0,Pete Johansson: You Might Also Enjoy Pete Johansson
7.7,Hacking Democracy
4.9,Sworn Virgin
6.3,Jamie Foxx: I Might Need Security
8.0,Godfrey: Black By Accident
4.5,E la chiamano estate
4.0,Best Night Ever
5.0,Fair Sex
4.7,Hit 'n Strum
3.5,"Tattoo, a Love Story"
5.0,3 Geezers!
5.1,Swerve
4.9,Sket
5.1,The Break-up Artist
5.8,Respire
6.0,Shades
5.3,Deuce of Spades
4.1,Locked Down
5.8,Exit Speed
4.1,Polar Storm
4.8,Road of No Return
7.0,Sara
5.3,Scrapbook
6.7,Midnight Son
5.4,Neighbor
4.7,Amateur Porn Star Killer
5.6,Amateur Porn Star Killer 3: The Final Chapter
6.3,Amateur Porn Star Killer 2
3.3,The Band
5.9,I Was Here
6.9,Charlie & Boots
4.0,The Seamstress
2.5,The Boxer
1.0,Stone & Ed
3.8,Worry Dolls
5.0,ABCs of Death 2.5
5.5,Scab
4.8,The Hexecutioners
7.3,Ice
5.3,Mechanic: Resurrection
6.0,Secret Smile
7.8,Porto
6.3,The Children
4.6,In the Room
5.9,Cal
4.4,Captain Webb
5.7,Mister John
8.2,Tom Segura: Mostly Stories
4.8,Antibirth
6.5,The 9th Life of Louis Drax
5.9,The Magnificent Seven
5.0,Separation
7.5,Dwayne Perkins: Take Note
5.5,Sniper: Ghost Shooter
2.5,Assassin X
8.0,Downhill
5.3,Beta Test
5.3,The Valley of Light
6.5,The Russian Woodpecker
6.0,"Down the Deep, Dark Web"
7.0,The Rack Pack
6.3,Love's Long Journey
5.4,Love's Unending Legacy
5.7,Love's Unfolding Dream
5.6,Love Takes Wing
5.2,Love Finds A Home
6.9,Love Begins
4.7,Love's Everlasting Courage
6.8,Starchaser: The Legend of Orin
5.5,Skiptrace
4.7,Droid Gunner
5.0,I Am Breathing
4.1,A Stand Up Guy
5.9,3 Türken und ein Baby
7.0,Brian Posehn: Criminally Posehn
7.3,Moonlight
9.0,Naz & Maalik
6.6,The League of Gentlemen's Apocalypse
6.3,Love Like Poison
4.6,Jane's Journey
5.6,The Sender
5.0,Dawn of the World
8.0,Ghosts of Abu Ghraib
5.7,The Bronx Bull
7.0,The Bandit
5.9,The Childhood of a Leader
6.5,Cosmos Laundromat
6.0,A Town Like Alice
7.8,Cardcaptor Sakura: The Movie
7.0,Ecstasy of Order: The Tetris Masters
7.2,Five
5.6,Masterminds
3.5,The Lesson
6.3,The Zodiac Killer
7.0,Cop Dog
6.0,Robo-Dog
5.1,Edge of Doom
5.8,Endgame
6.1,Sidetracked
5.6,Truth
5.6,Amateur Night
3.7,Darkest Day
8.1,Tiny Giants 3D
7.7,Footsteps in the Fog
4.0,Who Killed Aunt Maggie?
8.4,One More Time with Feeling
5.0,Milestones
5.7,The Other Side
6.5,The Seventh Fire
5.5,13 Cameras
7.7,Kubo and the Two Strings
6.0,The Spirit of '45
6.0,Down by Love
6.1,Keeping Rosy
6.3,Bridget Jones's Baby
6.9,The Light Between Oceans
5.7,Morgan
7.1,Queen of Katwe
6.5,Deepwater Horizon
6.5,Miss Peregrine's Home for Peculiar Children
6.2,The Girl on the Train
6.9,Middle School: The Worst Years of My Life
6.9,The Accountant
6.8,Kevin Hart: What Now ?
4.8,The American Side
7.3,It's Hard Being Loved by Jerks
8.0,Writer of O
7.0,"Me, Natalie"
5.1,News from Planet Mars
5.9,A Monster with a Thousand Heads
7.1,High Strung
8.0,Arisan! 2
5.2,Compadres
5.6,God's Not Dead 2
7.0,Hockney
6.0,Catatan (Harian) Si Boy
7.0,Our Last Tango
7.6,The First Monday in May
3.7,The Comedian
4.8,You Lucky Dog
4.0,Hologram Man
6.7,Lady Day at Emerson's Bar & Grill
7.7,The Old Mill
5.7,Empire of Corpses
7.5,Death of a Shadow
8.0,In Search of the Ultra-Sex
7.5,A Quiet Passion
3.4,Chosen
6.3,The Whole Truth
5.9,Sundown
6.5,American Honey
7.0,The Houses Are Full of Smoke
9.0,My Class
8.3,Deon Cole: Cole-Blooded Seminar
6.5,Artie Lange: The Stench of Failure
6.0,Il pretore
2.0,Abandoned Dead
6.5,The 13 Roses
4.8,Out of Love
5.4,Cutting Class
6.4,Toomelah
3.0,1st to Die
1.3,The Ranch
5.0,Say Goodnight
2.9,Yeti: Curse of the Snow Demon
5.8,Recipe for a Perfect Christmas
7.1,Scarlett
7.4,Cambio de Ruta
6.6,The King
8.0,Blood on the Land
5.5,When Women Had Tails
6.1,Local Color
6.3,Imperium
7.3,The Wounded Angel
6.8,Road to Istanbul
5.8,Boycott
6.0,David Brent: Life on the Road
4.0,The Invisible Maniac
6.3,Steel Frontier
4.3,Saved by the Bell: Wedding in Las Vegas
4.0,Blood Lake
6.1,Marock
5.5,Casanegra
7.5,Horses of God
7.3,Louis C.K.: One Night Stand
6.0,The Country Doctor
7.8,Lost Songs: The Basement Tapes Continued
6.2,I Am Not a Serial Killer
7.8,Frankie Boyle - Live - The Last Days of Sodom
6.5,Fascisti su Marte
7.0,"Dave Attell: Hey, Your Mouth's Not Pregnant!"
9.0,The Best of Insomniac with Dave Attell Volume 1
4.9,Chris D'Elia: Incorrigible
3.3,2061 - Un anno eccezionale
4.0,Figli di Annibale
6.6,The Barber of Rio
7.0,On the Dark Continent
6.5,Puerto Escondido
7.3,On tour
6.0,I Carabbinieri
4.3,Il Ras del quartiere
5.9,Eccezzziunale... veramente
6.0,In the Pope's Eye
2.0,High School Record
5.4,VHS Massacre: Cult Films and the Decline of Physical Media
5.0,s/y Glädjen
5.0,Hip hip hurra!
5.3,Sista dansen
5.4,Kiss Kiss (Bang Bang)
6.9,As If I Am Not There
6.7,Puppet on a Chain
7.6,Kizumonogatari Part 1: Tekketsu
6.3,Broken Blade: Book One - The Time of Awakening
5.2,Broken Blade: Book Three - The Mark of the Assassin's Dagger
6.1,Broken Blade: Book Two - The Split Path
5.2,Broken Blade: Book Four - The Earth of Calamity
5.2,Broken Blade: Book Five - The Horizon Between Life and Death
7.2,Steins;Gate: The Movie − Load Region of Déjà Vu
6.3,Cuisine et dépendances
4.8,Agathe Cléry
7.5,Ajin: Demi-Human - Compel
7.2,Psycho-Pass: The Movie
3.2,The Black Hole
6.0,Wonder Women!: The Untold Story of American Superheroines
5.9,Second Coming
6.4,Shell
6.0,Hands of Stone
6.4,Gun Hill
7.7,Uncle P
6.7,The Fits
6.0,Morris from America
8.3,Figli – Hijos
7.2,The Lost Honour of Christopher Jefferies
4.6,Nocturna
6.0,Arianna
5.0,What's Between Us
6.4,Sky
6.3,The Triple Echo
5.6,War Book
5.0,Hattrick
4.9,The Last Heist
5.7,Burning Bodhi
6.6,Shin Godzilla
5.0,Sniper: Special Ops
5.6,Hard Target 2
7.1,Rabbit Seasoning
5.0,Cartels
5.1,Honey 3: Dare to Dance
5.1,Secret of the Incas
6.1,The Intervention
6.3,The Sea of Trees
8.0,Highway Patrolman
5.8,Street Fighter IV: The Ties That Bind
5.0,Función de noche
5.3,La pelle
5.6,The Peace Killers
6.0,XOXO
6.5,"Poverty, Inc."
9.1,Terra
6.5,Love Hurts
5.0,Something Evil
8.5,Your Name.
7.7,Birdboy: The Forgotten Children
5.6,My Babysitter's a Vampire
7.6,Window Water Baby Moving
3.5,Aurora
7.1,Boat Builders
7.0,Wabash Avenue
7.0,Midnight Man
5.0,Chevolution
5.9,Davy Crockett and the River Pirates
3.3,Deep Core
9.5,Do You Believe in Miracles? The Story of the 1980 U.S. Hockey Team
4.1,Forsaken
5.9,Gargoyles
5.0,The Thirsting
5.3,Refuge
6.0,Mexico's Most Wanted
6.3,Sequoia
4.8,The Architect
9.0,The Cuckoos
6.0,The Falcon Takes Over
4.0,The Forest
2.5,The Forest
5.0,The Forest
6.0,Torchy Blane in Panama
6.8,Traveling Saleslady
6.0,Moss Rose
5.9,The Very Private Life of Mister Sim
5.0,Eyes of a Thief
5.8,Greetings From Fukushima
6.3,A Visit with Truman Capote
6.3,Larry Kramer In Love & Anger
5.8,Wondrous Boccaccio
7.5,Here Is My Heart
6.3,Star Spangled Rhythm
5.0,Birth of the Blues
5.0,Out of This World
4.0,Here Come the Waves
5.0,Little Boy Lost
5.7,Natural Selection
7.0,Dr. Cook's Garden
6.1,My New Partner II
5.1,Ripoux 3
6.2,The Mouse Comes to Dinner
8.0,The Vanishing Prairie
5.3,"Joshua Tree, 1951: A Portrait of James Dean"
1.0,White Wilderness
4.8,Gabi on the Roof in July
6.0,The Baltimore Bullet
8.0,A Simple Story
4.0,Open Doors
5.4,L'oeuvre au noir
6.0,Il caso Moro
4.8,Letters from Marusia
6.0,The Suspect
8.0,Wind from the East
4.0,Under The Sign Of Scorpio
5.6,We Still Kill the Old Way
6.0,A Man for Burning
3.0,God Tussi Great Ho
4.5,Khiladi 786
7.8,Maz Jobrani: I'm Not a Terrorist But I've Played One on TV
5.2,Batman Unlimited: Mechs vs. Mutants
3.2,Birdemic 2: The Resurrection
7.1,The Search
4.8,Haunted Changi
4.9,Black Road
4.2,Bachelors
5.0,Just Call Me Nobody
6.2,Little Sister
6.0,Mourning Rock
6.3,Certain Women
3.4,Chasing the Devil
5.0,The Home Teachers
6.5,Mouse in Manhattan
7.0,Comedy Central Roast of Denis Leary
6.0,Comedy Central Roast of Jeff Foxworthy
6.5,Comedy Central Roast of Larry the Cable Guy
6.8,Comedy Central Roast of David Hasselhoff
6.2,Comedy Central Roast of Roseanne
7.2,Comedy Central Roast of Joan Rivers
6.4,I'll Sleep When I'm Dead
6.2,Before the Winter Chill
5.3,Guernica
8.5,The Legend of Nigger Charley
5.8,Equity
3.4,Cruel Will
5.6,Cash Only
7.8,Jack
4.4,The Amityville Terror
7.8,Can We Take a Joke?
3.4,The Jungle
1.0,Mamaboy
5.5,Virtual Revolution
5.7,Landmine Goes Click
4.2,Bigfoot: The Lost Coast Tapes
4.0,Pablo Escobar: King of Cocaine
7.2,David Lynch: The Art Life
6.1,Waffle Street
6.0,Who's Driving Doug
7.0,Coming to Terms
8.3,No Letting Go
6.1,The Work and the Glory
8.0,The Work and the Glory II: American Zion
7.5,The Work and the Glory III: A House Divided
5.0,"The Book of Mormon Movie, Volume 1: The Journey"
7.0,Erebus: Operation Overdue
6.3,Citizen Soldier
7.5,The Phone Call
5.2,The One
7.0,Last Summer
6.0,L'assedio dell'Alcazar
4.8,DC Super Hero Girls: Hero of the Year
3.2,Invoked
7.8,Hacksaw Ridge
4.2,Archive 253
3.5,Night of the Wild
7.0,David Cross: Making America Great Again
4.1,Espace détente
6.7,Other People
6.7,Travis
7.3,Out of My Hand
6.4,The Crazy Family
4.0,School in the Crosshairs
2.0,Kill
7.0,Ode
10.0,People of a Feather
4.4,Mostly Ghostly 3: One Night in Doom House
4.0,Black Test Car
6.5,Tropicália
6.1,City 40
7.3,"Detective Bureau 2-3: Go to Hell, Bastards!"
5.4,Rampage: Capital Punishment
5.1,Rampage: President Down
5.9,Dirty Hands
6.8,Breakthrough
5.0,Animals with the Tollkeeper
6.0,Legacy
6.2,Shiloh 2: Shiloh Season
6.8,Final Flesh
7.1,John Henry
6.8,Lorenzo
7.8,How to Hook Up Your Home Theater
8.1,Tick Tock Tale
6.2,Our Tropical Island
7.8,For the Love of Spock
5.0,Los Punks: We Are All We Have
5.5,Toro
6.4,"Kiki, Love to Love"
7.4,Summer of 8
8.3,Salam Neighbor
5.0,Lovely Man
5.4,Adventures in the Sin Bin
7.0,The Most Beautiful Day
8.2,Over the Garden Wall
4.6,Doc Martin and the Legend of the Cloutie
5.6,Going Down in Morocco
5.5,El Paso
5.0,"Joe Smith, American"
6.0,Nazi Agent
6.0,Off Course
5.7,Take Me to the River
6.0,Tammy Tell Me True
7.0,The Good Humor Man
5.5,The Scarf
4.7,Love Me!
8.1,Divines
6.0,USS Indianapolis: Men of Courage
5.0,The Raffle
3.0,The Speak
5.0,By Hook or by Crook
5.9,Billy Lynn's Long Halftime Walk
4.9,Blair Witch
6.1,Transpecos
6.4,The Hollars
7.2,Olmo & the Seagull
5.2,Anton Corbijn Inside Out
7.6,The Beatles: Eight Days a Week - The Touring Years
4.5,Kickboxer: Vengeance
7.3,The Promise
4.0,Voice Without a Shadow
6.5,Loving
6.0,Miss Stevens
5.8,The Erotic Misadventures of the Invisible Man
6.9,Christine
7.0,Wholly Communion
8.7,The End of Time
6.3,Silicon Cowboys
4.9,31
6.6,Comedy Central Roast of Rob Lowe
6.1,ARQ
5.3,Fan Girl
6.6,Prescription Thugs
8.0,What Remains
5.3,Tell Me How I Die
3.6,Swamp Devil
9.2,More Things That Happened
6.0,Stolen Desire
5.9,Herostratus
6.5,Fire at Sea
6.5,Burn Burn Burn
5.7,Finding Altamira
7.0,8
6.7,20th Century Boys - Chapter 2: The Last Hope
6.8,20th Century Boys - Chapter 3: Our Flag
5.0,The Candy Tangerine Man
6.1,The Piano Tuner
6.6,Horton Hears a Who!
7.0,Horton Hatches the Egg
6.2,Fiore
7.1,One Kiss
5.0,Assolo
5.5,The Confessions
5.0,The Queen of Ireland
4.5,Cat Girl
7.0,Desires
5.0,Monobloc
6.5,The Herb of the Rat
4.2,Most Likely to Die
6.4,The Automatic Hate
8.1,Tower
6.7,From the Land of the Moon
6.0,Gumball 3000: The Movie
5.6,We Need to Talk
4.1,Mad Doctor of Blood Island
6.9,Tee for Two
5.3,I.T.
5.1,Paranormal Entity
5.6,The Neighbor
7.0,Behind the Planet of the Apes
7.5,Paris 05:59: Théo & Hugo
6.7,Zero Woman: Red Handcuffs
6.3,Born Equal
2.0,Small Island
5.7,Nina
5.6,Twitches
5.9,Three Days
2.7,The Curse of Robert the Doll
7.3,The Karamazov Brothers
5.8,Jeremy
4.7,Planetarium
6.8,A Monster Calls
7.2,Arrival
4.2,Terminal Invasion
3.6,Alien Apocalypse
6.3,Rumbos
8.7,Traceroute
9.0,The Lost Arcade
4.8,Blue Crush 2
6.7,Storks
4.4,Journey to the Seventh Planet
7.2,After the Storm
5.0,Zarkorr! The Invader
5.2,Devil's Playground
4.0,The House of Suh
5.4,Penny Pincher!
5.0,Money Play$
3.3,Auschwitz
3.8,Wolvesbayne
6.2,Paris Under Watch
5.1,The Big I Am
7.5,Horace and Pete
7.2,Audrie & Daisy
6.8,Iliza Shlesinger: Confirmed Kills
6.3,Back in Crime
6.0,Pastorela
7.0,There's Only One Jimmy Grimble
8.0,Going Attractions: The Definitive Story of the American Drive-in Movie
7.7,Endless Poetry
7.0,Love & Peace
6.0,Seventh Code
6.5,Claude Chabrol's High Heels
6.3,Secret Chronicle: She Beast Market
1.0,Homeless in America
6.5,Karaoke Terror
6.0,Catch Me If You Can
3.0,Bone Daddy
7.0,Sidewalk Stories
6.5,The Brain Eaters
6.3,The Flesh Eaters
6.7,The Green Glove
3.0,Loose Shoes
4.7,Level Up
6.4,The Girl with All the Gifts
7.3,The Distinguished Citizen
5.4,The Hexer
4.6,Abattoir
4.7,All Roads Lead to Rome
6.0,In the Dark Half
6.9,Maigret Sets a Trap
6.7,I Am a Hero
5.0,Zebra
6.7,Erased
7.7,My Life as a Zucchini
3.0,Raiders of the Sun
5.6,Circus World
5.8,Marquis de Sade: Justine
4.6,Ashley
5.9,In-Lawfully Yours
7.3,Goodbye Berlin
6.4,Payroll
5.9,The Clone Returns Home
6.0,Watch Your Left
8.0,Joan Baez: How Sweet the Sound
5.0,Sioux City
5.7,A Country Called Home
6.0,Sneakerheadz
5.1,Redistributors
6.9,Dangerously Excited
5.5,Neal Cassady
5.7,Crossing Point
1.1,After Midnight
6.7,Amanda Knox
6.7,Imperial Dreams
6.3,All Eyez on Me
4.5,I'm a Standard Supporter
4.7,Ci vuole un gran fisico
5.8,Unique Brothers
5.2,Io che amo solo te
4.7,La scelta
6.2,Cemento Armato
4.7,Interrogation
5.0,Take Me to Town
7.0,The Hour Before the Dawn
5.5,Star Runner
4.5,Moonlight Express
4.3,The Debt
5.3,El pregón
6.7,My Name Is Emily
7.4,Duell der Brüder - Die Geschichte von Adidas und Puma
7.8,The Seahorse
5.5,Voyage to the Sky
7.3,Gringo: The Dangerous Life of John McAfee
7.4,No manches Frida
7.5,Kicks
6.5,Operation Avalanche
8.3,States of Grace
5.0,Destroyer
6.7,Betty Boop's Big Boss
5.5,Body Melt
6.5,Enchanted April
10.0,Zig Zag Story
7.5,Killswitch
4.0,Parallel Courses
6.5,Betty Boop's Museum
4.3,Bleed
6.7,A Bride for Rip Van Winkle
6.7,The Fury of a Patient Man
10.0,Farewell Baghdad
7.2,Gimme Danger
8.3,The Girl Without Hands
6.4,A Crush on You
5.4,Muhammad Ali - The Greatest
5.2,Capsule
6.0,The Dwarvenaut
7.0,Man vs. Snake
8.8,Justice: A Cross The Universe
7.0,Set the Thames on Fire
5.4,Go Figure
6.5,The Spirit of Christmas
3.3,Cloudy With a Chance of Love
5.0,The Flight Before Christmas
5.0,Second Chances
7.0,"Signed, Sealed, Delivered: Truth Be Told"
6.0,"Signed, Sealed, Delivered: The Impossible Dream"
6.6,"Signed, Sealed, Delivered: From Paris With Love"
7.1,"Murder, She Baked: A Deadly Recipe"
5.4,The Cheetah Girls 2
6.1,Cloud 9
6.2,Teen Beach 2
4.8,Secret Summer
5.5,"Signed, Sealed, Delivered: From the Heart"
4.9,The Cheetah Girls
5.6,Mansfield Park
6.4,The Wizards Return: Alex vs. Alex
6.2,Ms. Matched
4.5,My Summer Prince
5.0,"Signed, Sealed, Delivered: One in a Million"
6.9,Jesus Christ Superstar - Live Arena Tour
6.4,H2O Just Add Water - The Movie
7.5,Love Never Dies
4.5,Anything for Love
6.3,Appetite For Love
5.4,Perfect Match
6.8,Date with Love
6.0,The Convenient Groom
4.6,Oklahoma!
7.0,Love Finds You In Sugarcreek
5.9,Princess of Thieves
5.8,Love Finds You in Charm
6.4,Love Finds You in Valentine
6.7,Danny Says
7.9,"Signed, Sealed, Delivered for Christmas"
3.8,Parent Trap III
3.5,Along Came a Nanny
3.6,Annie: A Royal Adventure
7.3,You Cast A Spell On Me
5.8,Matchmaker Santa
7.0,"Signed, Sealed, Delivered"
6.0,Raising the Bar
8.0,"Signed, Sealed, Delivered: Lost Without You"
4.2,Harriet the Spy: Blog Wars
6.0,She Made Them Do It
4.1,The Alchemist Cookbook
6.2,Jane Eyre
6.5,Paperback Hero
5.4,Undercover Bridesmaid
6.0,Honey 2
6.2,Colossal
6.6,Do Not Resist
6.4,Slice
7.4,A Heartland Christmas
6.0,Moondance Alexander
6.3,Flicka: Country Pride
3.9,The Wild Stallion
5.0,Siringo
8.5,Clearcut
4.5,Felicity: An American Girl Adventure
5.7,An American Girl: Chrissa Stands Strong
4.6,Samantha: An American Girl Holiday
2.7,Minor Details
5.4,Escape to Witch Mountain
4.9,Isabelle Dances Into the Spotlight
