vote_average,title
6.5,Louisiana Story
7.2,The Naked City
6.6,The Pirate
6.5,They Live by Night
6.2,The Three Musketeers
7.8,Unfaithfully Yours
6.7,Yellow Sky
7.4,The Barkleys of Broadway
6.7,In the Good Old Summertime
6.8,A Letter to Three Wives
8.0,Orpheus
6.7,The Secret Garden
4.5,The Story of Seabiscuit
7.3,Annie Get Your Gun
6.7,Les Enfants Terribles
6.7,The Gunfighter
6.3,King Solomon's Mines
7.9,Los Olvidados
6.6,Scandal
6.5,Summer Stock
7.1,Europe '51
6.6,Carbine Williams
5.3,Carrie
6.8,Clash by Night
6.9,The Prisoner of Zenda
8.4,The Life of Oharu
6.2,Son of Paleface
6.7,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde
5.5,Gun Fury
6.6,Gate of Hell
5.3,Man on a Tightrope
7.3,The Titfield Thunderbolt
6.4,The Belles of St. Trinian's
7.6,The Crucified Lovers
6.4,French Cancan
7.7,It Should Happen to You
7.3,"The Long, Long Trailer"
6.9,Magnificent Obsession
7.3,Salt of the Earth
7.4,Samurai I: Musashi Miyamoto
7.1,A Star Is Born
6.2,Three Coins in the Fountain
6.9,The Wild One
4.3,The Cobweb
8.7,It's Always Fair Weather
6.8,Mr. Arkadin
8.3,Night and Fog
7.3,Samurai II: Duel at Ichijoji Temple
6.3,The Seven Little Foys
7.5,Anything Goes
7.7,The Burmese Harp
5.5,Carousel
7.4,Samurai III: Duel at Ganryu Island
5.7,Rodan
5.3,Barnacle Bill
7.1,Chase a Crooked Shadow
5.9,Fiend Without a Face
5.8,Jailhouse Rock
6.2,Man of a Thousand Faces
6.4,The Spirit of St. Louis
4.4,The Undead
6.7,Zero Hour!
5.4,Carve Her Name with Pride
6.3,Corridors of Blood
5.8,Giants and Toys
7.5,The Last Hurrah
6.6,Machine-Gun Kelly
6.5,Teacher's Pet
5.8,Torpedo Run
6.7,The Vikings
6.9,Al Capone
6.1,Picnic on the Grass
4.9,Invisible Invaders
8.5,The Human Condition II: Road to Eternity
7.8,Fires on the Plain
7.1,North West Frontier
7.4,The Nun's Story
7.3,Pickpocket
7.7,Floating Weeds
7.1,The Young Philadelphians
4.8,The Leech Woman
8.1,When a Woman Ascends the Stairs
6.8,The Sundowners
6.3,Sunrise at Campobello
7.7,The Bad Sleep Well
7.2,Bachelor in Paradise
4.8,The Deadly Companions
5.8,The Four Horsemen of the Apocalypse
6.4,The Intruder
7.0,Murder She Said
8.4,The Human Condition III: A Soldier's Prayer
5.1,Paris Blues
6.7,Taste of Fear
7.5,Advise & Consent
6.7,David and Lisa
2.8,Eegah
8.2,Harakiri
7.5,The Loneliness of the Long Distance Runner
6.7,The Music Man
6.5,Mutiny on the Bounty
8.5,An Occurrence at Owl Creek Bridge
7.5,The Four Days of Naples
8.1,Il Sorpasso
5.8,The Wonderful World of the Brothers Grimm
7.7,L'eclisse
6.2,Les Carabiniers
6.6,The Cardinal
2.7,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?
6.7,The Kiss of the Vampire
6.2,Love with the Proper Stranger
6.2,McLintock!
6.3,Murder at the Gallop
6.4,The Prize
5.3,Sunday in New York
7.8,Crooks in Clover
6.9,36 Hours
7.2,Becket
5.0,Behold a Pale Horse
6.6,The Best Man
7.0,"Hush... Hush, Sweet Charlotte"
6.5,The Killers
6.7,The Naked Kiss
7.6,Onibaba
6.2,Robin and the 7 Hoods
6.5,Robinson Crusoe on Mars
7.1,Spider Baby
6.6,The Visit
7.2,What a Way to Go!
7.8,The Battle of Algiers
7.5,A Charlie Brown Christmas
6.1,Dracula: Prince of Darkness
6.1,The Hallelujah Trail
5.9,The Heroes of Telemark
7.6,The Hill
6.5,In Harm's Way
6.7,The Loved One
6.2,Major Dundee
5.9,Operation Crossbow
6.0,Ride in the Whirlwind
6.8,A Thousand Clowns
7.2,The Train
7.8,Au Hasard Balthazar
6.1,Batman
6.3,Grand Prix
5.8,Khartoum
2.0,Manos: The Hands of Fate
7.4,Tokyo Drifter
6.4,Asterix the Gaul
3.9,"Gappa, the Triphibian Monster"
7.5,Dont Look Back
6.8,Fando and Lis
5.9,The Incident
7.4,Branded to Kill
7.3,The Bride Wore Black
8.0,PlayTime
7.1,Point Blank
6.1,The Shooting
5.8,The St. Valentine's Day Massacre
7.3,Titicut Follies
6.2,Tony Rome
7.2,Two for the Road
6.2,Up the Down Staircase
6.6,The War Wagon
6.9,Asterix and Cleopatra
6.8,Dracula Has Risen from the Grave
6.4,Head
7.2,The Heart Is a Lonely Hunter
5.8,"I Love You, Alice B. Toklas!"
6.0,Petulia
7.0,The Subject Was Roses
6.5,Sympathy for the Devil
6.2,"Yours, Mine and Ours"
5.5,Alice's Restaurant
6.4,Camille 2000
7.1,Colossus: The Forbin Project
6.9,Death Rides a Horse
7.1,"Goodbye, Mr. Chips"
6.3,Journey to the Far Side of the Sun
5.0,Last Summer
7.6,My Night at Maud's
6.0,The Magic Christian
6.2,Marlowe
6.5,More
5.9,The Reivers
5.9,Taste the Blood of Dracula
6.2,...tick... tick... tick...
6.7,Brewster McCloud
6.9,Violent City
5.8,Dirty Dingus Magee
6.7,Dodes'ka-den
5.5,Gamera vs. Jiger
7.4,Claire's Knee
5.8,"Hi, Mom!"
6.7,House of Dark Shadows
5.5,The Landlord
6.0,On a Clear Day You Can See Forever
6.9,Performance
6.1,Long Live Death
7.1,Zabriskie Point
7.0,The Beguiled
7.4,The Devils
7.2,Duel
5.9,Evil Roy Slade
6.2,The Go-Between
7.2,Johnny Got His Gun
6.5,Lawman
6.6,Let's Scare Jessica to Death
7.5,They Call Me Trinity
8.2,Mon oncle Antoine
7.1,A New Leaf
7.0,Nicholas and Alexandra
6.5,Von Richthofen and Brown
5.9,Scars of Dracula
6.6,Support Your Local Gunfighter
4.7,Sweet Sweetback's Baadasssss Song
7.4,El Topo
1.5,Blood of Ghastly Horror
6.2,Brother John
6.2,Dr. Phibes Rises Again
6.0,Dracula A.D. 1972
7.0,Get to Know Your Rabbit
6.9,The Tall Blond Man with One Black Shoe
7.1,Lone Wolf and Cub: Sword of Vengeance
7.3,Lone Wolf and Cub: Baby Cart at the River Styx
7.2,Lady Sings the Blues
5.6,Payday
4.2,Slither
7.4,Trafic
7.1,The Mad Adventures of Rabbi Jacob
7.0,Charley Varrick
6.0,Dark Star
6.0,A Delicate Balance
6.4,Bram Stoker's Dracula
6.8,Emperor of the North
6.2,Executive Action
6.6,The Glass Menagerie
7.1,My Name Is Nobody
4.0,Invasion of the Bee Girls
6.4,Lemora: A Child's Tale of the Supernatural
5.9,Phase IV
7.1,Save the Tiger
6.8,Scarecrow
6.8,Sisters
7.0,The Spook Who Sat by the Door
6.7,Theatre of Blood
6.5,Walking Tall
7.3,Butley
6.5,California Split
5.1,The Cars That Ate Paris
7.1,Conrack
6.3,The Living Dead at Manchester Morgue
4.9,Emmanuelle
7.4,The Phantom of Liberty
5.4,Flesh for Frankenstein
6.8,General Idi Amin Dada
6.5,Gone in 60 Seconds
5.3,The Groove Tube
7.1,Harry and Tonto
7.8,Hearts and Minds
7.7,The Holy Mountain
6.0,The Little Prince
6.1,The Terminal Man
6.2,Thieves Like Us
6.1,The Adventure of Sherlock Holmes' Smarter Brother
5.0,The Adventures of the Wilderness Family
7.3,"Cousin, Cousine"
5.5,Dolemite
7.3,The Twelve Tasks of Asterix
4.9,Emmanuelle II
6.8,"Farewell, My Lovely"
5.3,The Fortune
6.6,French Connection II
6.0,The Great Waldo Pepper
6.9,The Story of Adele H
6.6,Night Moves
7.5,The Passenger
7.0,Sister Street Fighter
6.4,Supervixens
6.6,Trilogy of Terror
7.5,1900
7.7,Small Change
5.5,From Noon Till Three
5.7,Futureworld
7.7,Harlan County U.S.A.
6.3,Hollywood Boulevard
6.1,The Marquise of O
6.0,Mistress
7.4,The Message
6.2,The Missouri Breaks
6.8,Silver Streak
5.6,Up!
6.8,Who Can Kill a Child?
6.6,ABBA - The Movie
5.9,Demon Seed
6.5,High Anxiety
7.1,The Man Who Loved Women
5.3,The Hound of the Baskervilles
7.3,Place without Limits
6.1,"New York, New York"
7.1,Providence
7.5,Sorcerer
6.0,The Turning Point
6.5,The Rutles: All You Need Is Cash
6.6,Brass Target
6.4,Capricorn One
6.6,Gates of Heaven
7.0,Harper Valley P.T.A.
6.0,The Hobbit
7.3,In Praise Of Older Women
4.1,Parts: The Clonus Horror
6.2,The Grapes of Death
6.5,A Wedding
5.0,Best Boy
7.4,French Fried Vacation 2
6.6,Buffet Froid
7.3,Hair
7.3,I as in Icarus
6.7,The In-Laws
5.8,Love at First Bite
6.9,La Luna
7.5,Opening Night
5.6,Quintet
6.4,Rockers
6.9,Starting Over
6.2,Defiance
7.2,The Hitch Hikers Guide to the Galaxy
5.4,Treasure of the Yankee Zephyr
8.0,Smiley's People
6.6,The Scarlet Pimpernel
6.7,Bad Boys
7.6,Barefoot Gen
5.9,Blue Thunder
5.4,D.C. Cab
6.7,The Day After
4.8,Deal of the Century
4.7,Doctor Detroit
7.7,Eddie Murphy: Delirious
6.6,El Norte
5.9,Lianna
7.4,"Merry Christmas, Mr. Lawrence"
5.5,The Pirates of Penzance
6.4,The Raiders of Atlantis
7.1,First Name: Carmen
6.3,Rock & Rule
6.3,Sugar Cane Alley
6.8,Rumble Fish
6.9,The Makioka Sisters
6.1,Star 80
5.6,The Star Chamber
5.2,Strange Invaders
4.9,Stroker Ace
7.0,To Be or Not to Be
6.2,Twilight Zone: The Movie
6.6,Suburbia
5.7,Yellowbeard
7.1,One Deadly Summer
5.9,Another Country
6.9,Boy Meets Girl
6.0,Choose Me
7.1,A Christmas Carol
6.2,Cloak & Dagger
6.5,Comfort and Joy
6.1,Dangerous Moves
6.4,Electric Dreams
5.9,The Ewok Adventure
6.5,The Hit
5.7,The Ice Pirates
5.0,Irreconcilable Differences
5.0,The Last Polka
5.1,Next of Kin
7.5,Full Moon in Paris
5.8,Racing with the Moon
5.6,"Silent Night, Deadly Night"
7.1,The Times of Harvey Milk
7.4,What Have I Done to Deserve This?
8.2,Anne of Green Gables
6.5,Asterix vs. Caesar
4.6,Barbarian Queen
6.0,Beer
5.2,Bliss
5.9,Death of a Salesman
6.5,Demons
5.4,Ewoks: The Battle for Endor
6.9,Heaven Help Us
7.7,Mishima: A Life in Four Chapters
6.1,9 Deaths of the Ninja
6.7,The Quiet Earth
5.9,Spies Like Us
5.8,The Stuff
6.3,Target
6.4,The Unknown Soldier
6.4,Vision Quest
6.2,White Nights
6.7,’Round Midnight
6.8,Asterix in Britain
6.0,The Best of Times
4.3,Club Paradise
6.4,Dead End Drive-In
6.6,Flodder
6.6,Ginger and Fred
6.0,Nobody's Fool
5.0,The Park is Mine
6.3,Sherman's March
5.1,Solarbabies
6.6,G.I. Joe: The Movie
5.7,Hell Comes to Frogtown
7.2,Law of Desire
6.8,Malone
7.3,Pathfinder
6.6,Prince of Darkness
5.7,Street Smart
4.7,Weeds
7.1,The Whales of August
6.1,The Bourne Identity
4.4,Cannibal Women in the Avocado Jungle of Death
6.6,Cobra Verde
6.8,Comic Book Confidential
6.1,Dominick and Eugene
5.8,Jack's Back
5.8,Killer Klowns from Outer Space
6.0,Moonwalker
6.0,Pascali's Island
6.7,Prison
5.3,Split Decisions
7.4,Tales from the Gimli Hospital
6.8,Life Is a Long Quiet River
5.4,A World Apart
10.0,Common Threads: Stories from the Quilt
7.6,Kiki's Delivery Service
7.2,Monsieur Hire
5.0,Moon 44
7.5,Rikyu
5.8,Speaking Parts
7.5,Prime Suspect
6.6,Boiling Point
5.6,Almost an Angel
6.6,Black Rainbow
6.4,Cry-Baby
5.9,Downtown
5.7,Frankenhooker
7.1,The Garden
4.5,Ghost Dad
5.6,Hard to Kill
5.5,Havana
6.1,Shipwrecked
7.0,I Hired a Contract Killer
5.6,The Krays
5.9,Lionheart
5.6,Narrow Margin
5.5,Nuns on the Run
6.6,Patlabor: The Movie
6.7,The Reflecting Skin
6.4,Riff-Raff
6.5,State of Grace
6.5,Auntie Danielle
5.8,Time to Kill
6.2,"Welcome Home, Roxy Carmichael"
7.7,35 Up
5.5,Across the Tracks
5.0,Begotten
6.4,Cadence
6.6,Closet Land
4.8,Delusion
5.5,Dollman
6.4,Dutch
5.9,Guilty by Suspicion
8.0,Hearts of Darkness: A Filmmaker's Apocalypse
5.4,High Strung
5.9,Homicide
7.4,Johnny Stecchino
5.6,A Kiss Before Dying
5.7,Light Sleeper
8.0,The Linguini Incident
4.6,Mannequin Two: On the Move
7.0,Only Yesterday
5.8,Once Around
6.1,Other People's Money
5.9,Out for Justice
6.5,Prospero's Books
6.5,Quigley Down Under
7.0,Rubin and Ed
5.0,Shout
5.6,Stone Cold
7.0,Strangers in Good Company
7.2,Surviving Desire
6.3,All the Mornings of the World
7.4,Wild Hearts Can't Be Broken
7.2,Prime Suspect 2
7.1,Aileen Wuornos: The Selling of a Serial Killer
3.2,Barbarian Queen II: The Empress Strikes Back
4.5,Captain America
7.3,Citizen Cohn
6.5,Crossing The Bridge
6.5,Diggstown
6.2,Innocent Blood
4.8,Johnny Suede
7.6,Porco Rosso
7.1,The Stolen Children
5.3,LadyBugs
5.9,The Mambo Kings
5.2,Night and the City
6.2,Shining Through
4.9,Sidekicks
7.5,A Heart in Winter
7.0,Visions of Light
6.4,Return to Lonesome Dove
4.1,American Ninja 5
7.3,The Baby of Mâcon
7.1,Bad Boy Bubby
6.8,Barbarians at the Gate
6.9,Calendar
3.9,Cyborg 2
6.4,The Legend II
5.7,Fortress
5.0,Josh and S.A.M.
6.3,Latcho Drom
6.1,Leningrad Cowboys Meet Moses
4.8,Mr. Nanny
5.6,The Night We Never Met
5.0,Philadelphia Experiment II
6.7,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom
6.3,The Snapper
7.3,Sonatine
4.6,Splitting Heirs
7.0,Tai-Chi Master
3.9,Three of Hearts
6.7,The Stand
7.0,71 Fragments of a Chronology of Chance
4.7,Dark Angel: The Ascent
4.5,Darkman II: The Return of Durant
5.0,Embrace of the Vampire
6.3,Felidae
5.6,Floundering
6.0,Freaked
2.5,Golden Gate
7.4,Fist of Legend
6.5,Paperback Romance
7.2,Macross Plus: Movie Edition
5.2,Major League II
5.1,My Father the Hero
4.6,Pumpkinhead II: Blood Wings
7.7,A Pure Formality
5.5,Staggered
6.0,The Langoliers
5.0,Blood & Donuts
7.2,Gonin
6.7,Kivenpyörittäjän kylä
7.2,Last of the Dogmen
7.7,Whisper of the Heart
6.1,The Passion of Darkly Noon
6.7,Street Fighter II: The Animated Movie
6.9,Trinity And Beyond: The Atomic Bomb Movie
6.0,Tromeo & Juliet
6.8,Cannibal! The Musical
7.0,A Summer's Tale
5.1,Fetishes
5.3,Jack Frost
5.8,The Late Shift
6.6,My Man
5.0,No Way Back
7.6,No Way Home
5.7,Robinson Crusoe
6.1,Sgt. Kabukiman N.Y.P.D.
7.4,Earth
6.7,Emma
5.0,American Perfekt
1.5,Bikini Summer III: South Beach Heat
6.7,The Boxer
5.7,The Brave
6.2,Cremaster 5
6.0,Executive Target
6.0,Face
6.0,Snow White: A Tale of Terror
6.5,Gummo
5.7,Chicago Cab
4.2,Kiss or Kill
5.8,Mean Guns
6.3,Men with Guns
6.6,Nirvana
6.2,Dance with the Devil
5.2,Photographing Fairies
6.6,Postman Blues
4.5,Quicksilver Highway
6.4,The Swindle
5.9,Safe House
5.9,"Sick: The Life and Death of Bob Flanagan, Supermasochist"
6.7,The Lion King 2: Simba's Pride
5.5,Wishful Thinking
8.4,From the Earth to the Moon
4.4,Beowulf
4.6,From Dusk Till Dawn 3: The Hangman's Daughter
6.8,The Interview
6.3,RKO 281
4.4,From Dusk Till Dawn 2: Texas Blood Money
6.2,"Torrente, the Dumb Arm of the Law"
7.4,Bruno
5.1,Dead Man's Curve
6.9,Fudoh: The New Generation
6.7,Gia
7.0,Thursday
6.1,Wavelength
6.0,Merlin
6.0,Rogue Trader
5.0,Breast Men
6.0,A Murder of Crows
7.5,"Bang, Boom, Bang"
6.9,Batman & Mr. Freeze: SubZero
6.8,The Pentagon Wars
6.4,Two Hands
6.5,Brave New World
3.9,Addams Family Reunion
5.3,Thick as Thieves
6.7,Set Me Free
6.0,Claire Dolan
5.8,Jigoku
6.0,The Class Trip
6.3,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit
4.4,Purgatory
7.8,Lady Snowblood
6.3,Takedown
3.7,The Bodyguard
5.8,Vidocq
3.8,Molokai: The Story of Father Damien
7.9,Le Samouraï
3.6,Candyman: Day of the Dead
5.7,The 4th Floor
7.1,The Batman Superman Movie: World's Finest
8.1,The End of Evangelion
6.9,He Died with a Felafel in His Hand
7.8,Document of the Dead
5.4,Venus Beauty Institute
4.7,Cherry Falls
6.0,Freeway II: Confessions of a Trickbaby
6.1,Joseph and the Amazing Technicolor Dreamcoat
8.1,Style Wars
7.5,In July
6.7,Joan of Arc
7.2,Kirikou and the Sorceress
7.3,After the Rain
5.5,The Prophecy 3: The Ascent
6.1,Taxi 2
6.6,Pups
4.5,Cut
5.7,Essex Boys
4.1,Picking Up the Pieces
5.0,Badding
7.2,Meeting People Is Easy
4.4,Cruel Intentions 2
7.3,Adrenaline Drive
6.7,Humanité
5.5,Beautiful Joe
2.1,The Underground Comedy Movie
5.8,The Shrink Is In
5.8,Charisma
6.3,Guest House Paradiso
5.5,Swimming
6.3,If These Walls Could Talk 2
5.1,The Trumpet Of The Swan
7.5,The 10th Kingdom
6.0,An Extremely Goofy Movie
6.8,Water Drops on Burning Rocks
6.6,The Tracker
5.4,Bruiser
2.9,Taboo
6.7,Crane World
5.8,Cremaster 2
6.2,The Wog Boy
6.4,Chasing Sleep
4.7,The Stepdaughter
5.8,Possible Worlds
4.9,The Nameless
7.3,Female Prisoner #701: Scorpion
7.5,Female Prisoner Scorpion: Jailhouse 41
5.3,Bartleby
5.3,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D
5.1,Shiner
7.5,Batman Beyond: Return of the Joker
6.1,Roberto Succo
6.8,Audition
7.7,The Nine Lives of Tomas Katz
6.3,For Love or Country: The Arturo Sandoval Story
4.2,Paragraph 175
4.8,Mimic 2
7.5,Monday
7.2,Paradise Lost 2: Revelations
6.2,Dark Prince: The True Story of Dracula
5.4,Sound and Fury
6.4,The Hole
6.3,The Sleeping Dictionary
5.5,When Strangers Appear
7.3,Revolutionary Girl Utena: The Movie
5.9,Speaking of Sex
5.7,Good Advice
6.4,The Mists of Avalon
6.0,Spiral
7.0,Purely Belter
4.3,The Quickie
7.2,Asterix & Obelix: Mission Cleopatra
7.5,Is It Fall Yet?
6.3,Late Night Shopping
6.3,Uprising
6.3,61*
6.9,The Tunnel
4.5,Long Time Dead
6.0,The Laramie Project
5.7,Run Ronnie Run
6.7,Gojoe: Spirit War Chronicle
4.2,A Gentleman's Game
6.4,Dagon
6.6,Ripley's Game
6.9,Conspiracy
5.5,Freeze Me
5.9,The Best Man's Wedding
4.8,Teknolust
7.2,The Adversary
6.3,The Beautiful Country
5.6,Darkness
6.1,Mockingbird Don't Sing
6.6,Blood: The Last Vampire
5.0,Vacuuming Completely Nude in Paradise
5.0,Avenging Angelo
7.8,Southern Comfort
6.3,Berlin is in Germany
5.0,Blueberry
6.1,Electric Dragon 80.000 V
6.5,The Nugget
6.2,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack"
5.9,Shackleton's Antarctic Adventure
4.7,The Barber
6.3,Dirty Deeds
6.4,Miranda
5.8,My Little Eye
7.0,Kung Phooey
5.8,Stranded
6.0,Martin & Orloff
4.6,American Psycho 2: All American Girl
7.0,Soft Shell Man
2.6,Samouraïs
6.0,Ali G Indahouse
5.8,Black Plague
6.8,Dead or Alive 2: Birds
5.4,Cube²: Hypercube
4.3,"Milwaukee, Minnesota"
6.4,Pistol Opera
3.0,Secret Passage
6.2,Stark Raving Mad
6.1,Pulse
6.3,Killing Emmett Young
6.0,The Lost Battalion
5.5,Carolina
6.7,Dog Days
7.1,Dil Chahta Hai
5.1,The Gathering
6.4,Shot in the Heart
6.3,The Warrior
5.8,Nothing
6.2,Undertaking Betty
6.0,Waterboys
4.3,Absolon
5.3,Dead or Alive: Final
6.8,Hell House
5.9,Fubar
7.3,The Happiness of the Katakuris
6.1,Sex Is Comedy
6.7,The Rage in Placid Lake
5.3,Stratosphere Girl
6.1,My Mother Likes Women
6.6,Dead End
6.6,Pure
3.9,Jesus Christ Vampire Hunter
3.7,The Foreigner
6.4,Suicide Club
5.8,Immortal
4.7,Tiptoes
4.8,A Sound of Thunder
6.3,The Lion King 1½
6.4,Fear and Trembling
6.7,Live from Baghdad
7.1,Planta 4ª
6.8,Cremaster 3
6.9,Herr Lehmann
5.6,My House in Umbria
4.2,Out for a Kill
5.8,"Remember Me, My Love"
6.9,Soldier's Girl
7.3,Tipping the Velvet
6.1,Bright Young Things
4.7,Alien Hunter
5.8,Love Object
6.9,The Animatrix
5.5,The Brown Bunny
7.0,Ju-on: The Curse
5.9,Ju-on: The Curse 2
6.8,11:14
6.2,Alive
5.4,Tremors 4: The Legend Begins
5.3,Bring It On Again
6.0,Crimson Rivers II: Angels of the Apocalypse
5.2,And Starring Pancho Villa as Himself
6.2,Nicotina
6.7,Iron Jawed Angels
5.4,Sniper 2
10.0,High Roller: The Stu Ungar Story
4.9,Battle Royale II: Requiem
5.6,In Hell
6.7,Lemony Snicket's A Series of Unfortunate Events
7.9,Bukowski - Born into This
7.0,An Injury to One
7.1,A Very Long Engagement
5.5,The Galíndez File
7.3,Head-On
7.3,Ghost in the Shell 2: Innocence
7.2,The Cat Returns
7.1,In My Country
4.9,Unstoppable
6.9,Take My Eyes
7.4,The Cathedral
7.5,The Twilight Samurai
7.4,Far Side of the Moon
7.0,Facing Windows
6.2,Ginger Snaps 2: Unleashed
5.5,Salem's Lot
6.3,Foolproof
4.8,Belly of the Beast
7.3,"Easy Riders, Raging Bulls"
7.5,When the Last Sword Is Drawn
6.0,Comic Book: The Movie
7.1,2LDK
5.2,Trauma
5.8,Intimate Strangers
6.5,Down to the Bone
6.7,Ju-on: The Grudge
5.3,Red Lights
4.0,GhostWatcher
6.0,Ginger Snaps Back: The Beginning
5.6,Moon Child
5.9,Lost Embrace
5.8,One Missed Call
6.2,Goldfish Memory
6.6,Inuyasha the Movie 2: The Castle Beyond the Looking Glass
6.8,The Jacket
6.3,Millions
7.9,The Saddest Music in the World
3.8,Starship Troopers 2: Hero of the Federation
6.5,Ju-on: The Grudge 2
5.1,Sex Lives of the Potato Men
7.4,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem
7.2,The Sea Inside
4.9,Lucky 7
5.8,Spanglish
6.7,Festival Express
7.5,The Chorus
6.6,Saints and Soldiers
6.2,The Interpreter
5.3,Open Water
5.4,Romasanta
5.7,Touch of Pink
6.6,Slasher
5.5,Bobby Jones: Stroke of Genius
7.0,Layer Cake
6.3,Silver City
5.6,The Agronomist
5.7,Flight of the Phoenix
6.9,Mean Creek
5.5,The Ring Two
5.0,A Day Without a Mexican
8.2,The Visual Bible: The Gospel of John
7.5,Machuca
7.6,The Corporation
6.7,Game Over: Kasparov and the Machine
6.0,Vibrator
7.0,The Yes Men
6.2,Ae Fond Kiss...
7.7,Lost Boys of Sudan
5.1,She Hate Me
6.5,Azumi
7.5,In My Father's Den
6.5,The Football Factory
7.5,Something the Lord Made
6.7,Metallica: Some Kind of Monster
5.4,Going the Distance
5.7,Redemption: The Stan Tookie Williams Story
6.4,Schultze Gets the Blues
6.7,Born into Brothels
7.2,Dig!
3.3,The Girl from Monday
7.6,Riding Giants
7.0,Dear Pillow
6.1,Word Wars
4.3,Cruel Intentions 3
2.7,11:11
7.1,Muxmäuschenstill
5.8,What the #$*! Do We (K)now!?
6.8,A Scanner Darkly
5.7,Casshern
6.8,Howard Zinn: You Can't Be Neutral on a Moving Train
6.9,Outfoxed: Rupert Murdoch's War on Journalism
5.6,"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire"
3.0,Fahrenhype 9/11
7.4,Jerry Seinfeld: I'm Telling You for the Last Time
5.7,Noel
6.0,In Enemy Hands
5.3,Sexual Dependency
6.8,Chimes at Midnight
7.7,Million Dollar Baby
7.3,The Narrow Margin
6.5,Hell Is for Heroes
6.3,Vincent & Theo
6.1,Some Came Running
7.2,Gozu
7.5,Hotel Rwanda
7.2,The Mahabharata
6.4,Sitcom
8.0,Born to Dance
6.3,Travels with My Aunt
7.3,Blood and Black Lace
5.3,Hellraiser: Inferno
6.7,Charlie and the Chocolate Factory
6.5,Auggie Rose
5.6,The Wrong Box
6.5,It  Happens Every Spring
7.1,The Life Aquatic with Steve Zissou
7.0,The Aviator
7.0,The Phantom of the Opera
6.5,Beyond the Sea
6.9,The Woodsman
5.9,In Good Company
6.1,Meet the Fockers
6.4,The Assassination of Richard Nixon
6.8,A Love Song for Bobby Long
6.7,The Merchant of Venice
5.9,Captain Kidd
7.1,Hold That Ghost
7.1,Kamikaze Girls
4.3,Fat Albert
6.6,The Keys to the House
7.5,In the Realms of the Unreal
5.6,White Noise
5.5,Underclassman
6.4,The Upside of Anger
7.5,Bomb the System
5.7,Arrowhead
7.8,The Grateful Dead
6.9,Last Train from Gun Hill
6.4,The Naked Jungle
6.8,Who's the Caboose?
5.9,A Handful of Dust
4.8,The Pickle
5.1,Wetherby
6.0,Little Miss Marker
6.0,Little Miss Marker
5.7,Sweet Liberty
6.0,Ghost River
7.5,It's All True
5.0,The Phantom of the Opera
6.8,I Remember Mama
5.3,The Last Horror Movie
6.3,Testament
5.6,Smooth Talk
7.5,Distant Thunder
6.1,Hell's Angels
5.7,Daddy's Dyin'... Who's Got the Will?
4.7,Jinxed!
6.0,Out Cold
4.7,Heart of America
3.7,A Show of Force
5.2,Son of Godzilla
4.7,Man Trouble
7.2,"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity"
6.2,Führer Ex
6.1,Stander
5.6,Hester Street
6.9,Mikey and Nicky
6.9,The Bigamist
6.7,Freedomfighters
6.3,Imaginary Heroes
7.1,Sergeant York
6.7,Ruby & Quentin
5.9,Deathwatch
7.3,Madame Rosa
6.4,Wizards
7.5,For Love and Gold
6.3,Heartlands
7.1,Abbott and Costello Meet the Invisible Man
5.6,Abbott and Costello Go to Mars
7.1,"Abbott and Costello Meet the Killer, Boris Karloff"
6.6,The Life and Death of Peter Sellers
6.1,The Badge
6.8,Appleseed
7.1,The Milky Way
5.8,Puddle Cruiser
5.0,The Stickup
4.9,Elektra
5.1,Racing Stripes
7.3,Coach Carter
5.5,The Fighting Sullivans
5.9,Iceman
6.2,Ice Station Zebra
8.0,Lugares comunes
6.6,Boys Town
6.6,Torremolinos 73
6.3,Shivers
5.7,A Star Is Born
4.6,Beastmaster 2: Through the Portal of Time
6.6,Gold Diggers of 1935
7.7,Rocco and His Brothers
7.1,The Mortal Storm
5.6,Once Upon a Honeymoon
5.3,Monday Morning
6.7,Christmas in July
6.8,I Married a Witch
6.6,The Mayor of Hell
6.6,The Miracle Woman
5.1,This Girl's Life
5.6,The Chase
6.7,Hobson's Choice
6.1,Dr. Who and the Daleks
6.7,Summer Storm
7.7,Downfall
7.0,The White Sound
6.0,Assault on Precinct 13
5.2,Are We There Yet?
3.1,Alone in the Dark
6.1,Hide and Seek
6.8,Aliens of the Deep
4.6,Boogeyman
6.2,The Wedding Date
7.1,Inside I'm Dancing
7.8,Nobody Knows
6.1,Employee of the Month
5.3,Magic in the Water
5.0,The Great White Hope
6.4,A Study in Terror
8.0,Everything about Mustafa
6.8,The Professionals
7.2,The Devil and Miss Jones
6.1,Alice in Wonderland
4.8,Backflash
6.2,Salem's Lot
7.1,The Marriage of Maria Braun
7.5,The Bitter Tears of Petra von Kant
7.0,Beau Geste
