,director,title,release_date,budget,revenue,return
1024,Robert Stevenson,Old Yeller,1957-12-25,0.0,0.0,0.0
1025,David Swift,The Parent Trap,1961-06-12,0.0,0.0,0.0
1026,David Swift,Pollyanna,1960-05-19,0.0,0.0,0.0
1027,Duwayne Dunham,Homeward Bound: The Incredible Journey,1993-02-03,0.0,0.0,0.0
1028,Charles Barton,The Shaggy Dog,1959-03-19,0.0,0.0,0.0
1029,Ken Annakin,Swiss Family Robinson,1960-12-21,0.0,0.0,0.0
1030,Robert Stevenson,That Darn Cat!,1965-12-02,0.0,0.0,0.0
1031,Richard Fleischer,"20,000 Leagues Under the Sea",1954-12-23,5000000.0,28200000.0,5.64
1032,Jon Turteltaub,Cool Runnings,1993-09-30,14000000.0,154864401.0,11.061742928571428
1033,William Dear,Angels in the Outfield,1994-07-15,0.0,50236831.0,0.0
1034,Clyde Geronimi,Cinderella,1950-03-04,2900000.0,263591415.0,90.89359137931037
1035,Wilfred Jackson,Cinderella,1950-03-04,2900000.0,263591415.0,90.89359137931037
1036,Hamilton Luske,Cinderella,1950-03-04,2900000.0,263591415.0,90.89359137931037
1037,Wolfgang Reitherman,Winnie the Pooh and the Blustery Day,1968-12-20,0.0,0.0,0.0
1038,William Roberts,The Three Caballeros,1944-07-21,0.0,0.0,0.0
1039,Clyde Geronimi,The Three Caballeros,1944-07-21,0.0,0.0,0.0
1040,Jack Kinney,The Three Caballeros,1944-07-21,0.0,0.0,0.0
1041,Harold Young,The Three Caballeros,1944-07-21,0.0,0.0,0.0
1042,Norman Ferguson,The Three Caballeros,1944-07-21,0.0,0.0,0.0
1043,Wolfgang Reitherman,The Sword in the Stone,1963-12-25,3000000.0,22182353.0,7.394117666666666
1044,Harold D. Schuster,So Dear to My Heart,1948-11-29,0.0,0.0,0.0
1045,Hamilton Luske,So Dear to My Heart,1948-11-29,0.0,0.0,0.0
1046,Kevin Reynolds,Robin Hood: Prince of Thieves,1991-06-14,48000000.0,390493908.0,8.13528975
1047,Robert Stevenson,Mary Poppins,1964-08-27,6000000.0,102272727.0,17.0454545
1048,Samuel Armstrong,Dumbo,1941-10-22,812000.0,1600000.0,1.9704433497536944
1049,Ben Sharpsteen,Dumbo,1941-10-22,812000.0,1600000.0,1.9704433497536944
1050,William Roberts,Dumbo,1941-10-22,812000.0,1600000.0,1.9704433497536944
1051,Wilfred Jackson,Dumbo,1941-10-22,812000.0,1600000.0,1.9704433497536944
1052,Jack Kinney,Dumbo,1941-10-22,812000.0,1600000.0,1.9704433497536944
1053,Norman Ferguson,Dumbo,1941-10-22,812000.0,1600000.0,1.9704433497536944
1054,Don Chaffey,Pete's Dragon,1977-11-03,10000000.0,0.0,0.0
1055,Robert Stevenson,Bedknobs and Broomsticks,1971-10-07,20000000.0,17900000.0,0.895
1056,Hamilton Luske,Alice in Wonderland,1951-07-03,3000000.0,572000000.0,190.66666666666663
1057,Wilfred Jackson,Alice in Wonderland,1951-07-03,3000000.0,572000000.0,190.66666666666663
1058,Clyde Geronimi,Alice in Wonderland,1951-07-03,3000000.0,572000000.0,190.66666666666663
1059,Ted Berman,The Fox and the Hound,1981-07-10,12000000.0,29800000.0,2.4833333333333334
1060,Art Stevens,The Fox and the Hound,1981-07-10,12000000.0,29800000.0,2.4833333333333334
1061,Richard Rich,The Fox and the Hound,1981-07-10,12000000.0,29800000.0,2.4833333333333334
1062,Matthew Bright,Freeway,1996-08-23,3000000.0,0.0,0.0
1063,Robert Wise,The Sound of Music,1965-03-02,8200000.0,286214286.0,34.9041812195122
1064,John McTiernan,Die Hard,1988-07-15,28000000.0,140767956.0,5.027427
1065,Brett Leonard,The Lawnmower Man,1992-03-05,10000000.0,32101000.0,3.2101
1066,Nick Cassavetes,Unhook the Stars,1996-09-04,0.0,0.0,0.0
1067,Iara Lee,Synthetic Pleasures,1995-09-13,0.0,0.0,0.0
1068,Christopher Hampton,The Secret Agent,1996-11-08,0.0,0.0,0.0
1069,Mike Leigh,Secrets & Lies,1996-05-24,4500000.0,13417292.0,2.9816204444444443
1070,Tom Hanks,That Thing You Do!,1996-10-04,0.0,34585416.0,0.0
1071,Michael Pressman,To Gillian on Her 37th Birthday,1996-10-18,0.0,4137645.0,0.0
1072,James Ivory,Surviving Picasso,1996-09-04,16000000.0,1985001.0,0.1240625625
1073,Joseph Bologna,Love Is All There Is,1996-05-10,0.0,0.0,0.0
1074,Hettie MacDonald,Beautiful Thing,1996-06-21,0.0,1500000.0,0.0
1075,Renny Harlin,The Long Kiss Goodnight,1996-10-11,65000000.0,89456761.0,1.3762578615384615
1076,Stephen Hopkins,The Ghost and the Darkness,1996-10-11,50000000.0,75000000.0,1.5
1077,Al Pacino,Looking for Richard,1996-10-11,0.0,0.0,0.0
1078,Steve Buscemi,Trees Lounge,1996-10-11,0.0,0.0,0.0
1079,Ismail Merchant,The Proprietor,1996-09-09,0.0,0.0,0.0
1080,John McNaughton,Normal Life,1996-01-26,0.0,0.0,0.0
1081,Spike Lee,Get on the Bus,1996-10-16,2400000.0,5731103.0,2.387959583333333
1082,George P. Cosmatos,Shadow Conspiracy,1997-01-31,45000000.0,2154540.0,0.0478786666666666
1083,Michael Winterbottom,Jude,1996-02-06,7000000.0,405000.0,0.0578571428571428
1084,Woody Allen,Everyone Says I Love You,1996-12-06,20000000.0,0.0,0.0
1085,Leon Ichaso,Bitter Sugar,1996-02-10,0.0,0.0,0.0
1086,Baz Luhrmann,Romeo + Juliet,1996-10-31,14500000.0,147298761.0,10.15853524137931
1087,Doug Liman,Swingers,1996-10-18,200000.0,4505922.0,22.52961
1088,Barry Levinson,Sleepers,1996-10-18,44000000.0,165615285.0,3.76398375
1089,Michael Cimino,The Sunchaser,1996-05-29,0.0,0.0,0.0
1090,Scott Silver,Johns,1996-12-10,0.0,0.0,0.0
1091,Tad Stones,Aladdin and the King of Thieves,1996-05-20,0.0,0.0,0.0
1092,Anthony Asquith,The Woman in Question,1952-02-18,0.0,0.0,0.0
1093,Mark Sandrich,Shall We Dance,1937-05-07,0.0,0.0,0.0
1094,George Stevens,A Damsel in Distress,1937-11-19,0.0,0.0,0.0
1095,Edward Dmytryk,Crossfire,1947-07-22,0.0,0.0,0.0
1096,Edward Dmytryk,"Murder, My Sweet",1944-12-09,0.0,0.0,0.0
1097,Josef von Sternberg,Macao,1952-04-30,0.0,0.0,0.0
1098,Nicholas Ray,Macao,1952-04-30,0.0,0.0,0.0
1099,Aaron Kim Johnston,For the Moment,1993-10-01,120.0,0.0,0.0
1100,Mel Stuart,Willy Wonka & the Chocolate Factory,1971-06-29,3000000.0,4000000.0,1.3333333333333333
1101,Jan Bucquoy,The Sexual Life of the Belgians,1994-01-28,0.0,0.0,0.0
1102,Jack Clayton,The Innocents,1961-12-25,0.0,0.0,0.0
1103,Woody Allen,Sleeper,1973-12-17,2000000.0,18344729.0,9.1723645
1104,Woody Allen,Bananas,1971-04-28,2000000.0,11833696.0,5.916848
1105,Charles Crichton,A Fish Called Wanda,1988-07-15,7500000.0,62493712.0,8.332494933333333
1106,Terry Jones,Life of Brian,1979-08-17,4000000.0,20045115.0,5.01127875
1107,Blake Edwards,Victor/Victoria,1982-04-25,0.0,28215453.0,0.0
1108,Michael Ritchie,The Candidate,1972-08-23,0.0,0.0,0.0
1109,Blake Edwards,The Great Race,1965-07-01,12000000.0,25333333.0,2.1111110833333333
1110,Arthur Penn,Bonnie and Clyde,1967-07-18,2500000.0,50700000.0,20.28
1111,John Sturges,The Old Man and the Sea,1958-10-07,0.0,0.0,0.0
1112,Alfred Hitchcock,Dial M for Murder,1954-05-29,1400000.0,3000000.0,2.142857142857143
1113,Frédéric Mitterrand,Madame Butterfly,1995-11-22,0.0,0.0,0.0
1114,Emile Ardolino,Dirty Dancing,1987-08-21,6000000.0,213954274.0,35.659045666666664
1115,Quentin Tarantino,Reservoir Dogs,1992-09-02,1200000.0,14661007.0,12.217505833333334
1116,Oliver Stone,Platoon,1986-12-18,6000000.0,138530565.0,23.0884275
1117,Ted Kotcheff,Weekend at Bernie's,1989-07-05,6500000.0,30218387.0,4.648982615384615
1118,Paul Verhoeven,Basic Instinct,1992-03-20,49000000.0,352927224.0,7.202596408163266
1119,Oliver Stone,The Doors,1991-03-01,38000000.0,34416893.0,0.9057077105263158
1120,Neil Jordan,The Crying Game,1992-09-02,3705538.0,62548947.0,16.879855772630048
1121,James Foley,Glengarry Glen Ross,1992-09-15,12500000.0,10725228.0,0.85801824
1122,Alan J. Pakula,Sophie's Choice,1982-12-08,12000000.0,30036000.0,2.503
1123,Steven Spielberg,E.T. the Extra-Terrestrial,1982-04-03,10500000.0,792965326.0,75.52050723809523
1124,Sam Henry Kass,The Search for One-eye Jimmy,1994-11-14,0.0,0.0,0.0
1125,Edwin L. Marin,A Christmas Carol,1938-12-16,0.0,0.0,0.0
1126,Tony Scott,Days of Thunder,1990-06-27,60000000.0,157920733.0,2.632012216666667
1127,Tony Scott,Top Gun,1986-05-16,15000000.0,356830601.0,23.78870673333333
1128,Michael Covert,American Strays,1996-09-12,0.0,1910.0,0.0
1129,Nicholas Ray,Rebel Without a Cause,1955-10-27,1500000.0,0.0,0.0
1130,Elia Kazan,A Streetcar Named Desire,1951-09-18,1800000.0,8000000.0,4.444444444444445
1131,Greg Spence,Children of the Corn IV: The Gathering,1996-10-08,0.0,0.0,0.0
1132,Hugo Van Lawick,The Leopard Son,1996-09-27,0.0,0.0,0.0
1133,Michael Kreihsl,Charm's  Incidents,1996-10-03,0.0,0.0,0.0
1134,Temístocles López,Bird of Prey,1995-09-12,0.0,0.0,0.0
1135,Claude Nuridsany,Microcosmos,1996-05-20,0.0,0.0,0.0
1136,Marie Pérennou,Microcosmos,1996-05-20,0.0,0.0,0.0
1137,Alan Taylor,Palookaville,1995-09-07,0.0,0.0,0.0
1138,Donald Petrie,The Associate,1996-10-25,0.0,0.0,0.0
1139,Abel Ferrara,The Funeral,1996-01-26,12500000.0,1227324.0,0.09818592
1140,Chris Cullari,The Sleepover,2013-10-12,0.0,0.0,0.0
1141,Benoît Jacquot,A Single Girl,1995-05-29,0.0,0.0,0.0
1142,Jaco Van Dormael,The Eighth Day,1996-01-01,0.0,0.0,0.0
1143,Nils Gaup,North Star,1996-01-03,0.0,0.0,0.0
1144,Peter Cohn,Drunks,1997-03-14,0.0,0.0,0.0
1145,Miloš Forman,The People vs. Larry Flynt,1996-10-12,36000000.0,20300385.0,0.5638995833333333
1146,Rich Wilkes,Glory Daze,1995-10-01,0.0,0.0,0.0
1147,R. J. Cutler,A Perfect Candidate,1996-06-19,0.0,0.0,0.0
1148,David Van Taylor,A Perfect Candidate,1996-06-19,0.0,0.0,0.0
1149,Mark Rydell,On Golden Pond,1981-12-04,0.0,19255967.0,0.0
1150,Blake Edwards,The Return of the Pink Panther,1975-05-21,5000000.0,41833347.0,8.3666694
1151,Ate de Jong,Drop Dead Fred,1991-04-19,6788000.0,13878334.0,2.0445394814378317
1152,James Cameron,The Abyss,1989-08-09,70000000.0,90000098.0,1.2857156857142855
1153,John Carpenter,The Fog,1980-02-08,1000000.0,21378361.0,21.378361
1154,John Carpenter,Escape from New York,1981-05-22,6000000.0,50244700.0,8.374116666666668
1155,Joe Dante,The Howling,1981-04-03,1000000.0,17985893.0,17.985893
1156,Claude Berri,Jean de Florette,1986-08-27,4940939.0,0.0,0.0
1157,Claude Berri,Manon of the Spring,1986-11-19,0.0,0.0,0.0
1158,Gustavo Graef-Marino,Johnny 100 Pesos,1993-01-01,0.0,0.0,0.0
1159,Howard Zieff,Private Benjamin,1980-10-06,0.0,0.0,0.0
1160,Terry Gilliam,Monty Python and the Holy Grail,1975-03-13,400000.0,5028948.0,12.57237
1161,Terry Jones,Monty Python and the Holy Grail,1975-03-13,400000.0,5028948.0,12.57237
1162,Bruce LaBruce,Hustler White,1996-07-19,0.0,127251.0,0.0
1163,Rick Castro,Hustler White,1996-07-19,0.0,127251.0,0.0
1164,Russ Hexter,Dadetown,1995-09-02,0.0,0.0,0.0
1165,Sharon Pollack,Everything Relative,1996-09-13,0.0,0.0,0.0
1166,Michael Ray Rhodes,Entertaining Angels - The Dorothy Day Story,1996-09-27,0.0,0.0,0.0
1167,Raúl Ruiz,Three Lives and Only One Death,1996-05-15,500000.0,0.0,0.0
1168,Susan W. Dryfoos,The Line King: The Al Hirschfeld Story,1996-09-27,0.0,0.0,0.0
1169,John L'Ecuyer,Curtis's Charm,1995-09-18,0.0,0.0,0.0
1170,Leon Gast,When We Were Kings,1996-10-25,0.0,2666118.0,0.0
1171,Nick Park,The Wrong Trousers,1993-12-17,0.0,0.0,0.0
1172,Jean-Luc Godard,JLG/JLG: Self-Portrait in December,1995-03-08,0.0,0.0,0.0
1173,Daniel Vigne,The Return of Martin Guerre,1982-05-12,0.0,0.0,0.0
1174,Jan Švankmajer,Faust,1994-09-10,0.0,0.0,0.0
1175,Anthony Mann,He Walked by Night,1948-11-24,0.0,0.0,0.0
1176,Alfred L. Werker,He Walked by Night,1948-11-24,0.0,0.0,0.0
1177,Anthony Mann,Raw Deal,1948-05-26,0.0,0.0,0.0
1178,Anthony Mann,T-Men,1947-12-15,0.0,0.0,0.0
1179,Vittorio De Sica,The Children Are Watching Us,1944-10-27,0.0,0.0,0.0
1180,Jean Delannoy,Pastoral Symphony,1946-09-26,0.0,0.0,0.0
1181,Norman Z. McLeod,Here Comes Cookie,1935-09-10,0.0,0.0,0.0
1182,Elliott Nugent,Love In Bloom,1935-04-20,0.0,0.0,0.0
1183,Leo McCarey,Six of a Kind,1934-02-09,0.0,0.0,0.0
1184,Volker Schlöndorff,The Tin Drum,1979-05-02,0.0,0.0,0.0
1185,Peter Medak,The Ruling Class,1972-09-13,0.0,0.0,0.0
1186,Martine Dugowson,Mina Tannenbaum,1994-03-02,0.0,0.0,0.0
1187,Jean-Luc Godard,2 or 3 Things I Know About Her,1967-03-17,0.0,0.0,0.0
1188,Nina Menkes,The Bloody Child,1996-10-26,0.0,0.0,0.0
1189,Garry Marshall,Dear God,1996-11-01,0.0,0.0,0.0
1190,Eric Red,Bad Moon,1996-11-01,7000000.0,1100000.0,0.1571428571428571
1191,Barbara Kopple,American Dream,1990-09-28,0.0,269823.0,0.0
1192,Cathy Caplan,American Dream,1990-09-28,0.0,269823.0,0.0
1193,Tom Haneke,American Dream,1990-09-28,0.0,269823.0,0.0
1194,Lawrence Silk,American Dream,1990-09-28,0.0,269823.0,0.0
1195,Phillip Rhee,Best of the Best 3: No Turning Back,1995-05-17,0.0,0.0,0.0
1196,Tim Robbins,Bob Roberts,1992-09-04,0.0,0.0,0.0
1197,Giuseppe Tornatore,Cinema Paradiso,1988-11-17,0.0,11990401.0,0.0
1198,Peter Greenaway,"The Cook, the Thief, His Wife & Her Lover",1989-09-10,0.0,0.0,0.0
1199,Michel Blanc,Dead Tired,1994-05-18,0.0,0.0,0.0
1200,Jean-Pierre Jeunet,Delicatessen,1991-04-17,4000000.0,1794187.0,0.44854675
1201,Marc Caro,Delicatessen,1991-04-17,4000000.0,1794187.0,0.44854675
1202,Krzysztof Kieślowski,The Double Life of Veronique,1991-05-15,0.0,1999955.0,0.0
1203,Mike Newell,Enchanted April,1991-11-06,0.0,13200170.0,0.0
1204,Stanley Kubrick,Paths of Glory,1957-09-18,935000.0,0.0,0.0
1205,Stephen Frears,The Grifters,1990-09-14,0.0,13446769.0,0.0
1206,Peter Chelsom,Hear My Song,1991-12-27,0.0,0.0,0.0
1207,Fred Olen Ray,The Shooter,1997-10-23,0.0,0.0,0.0
1208,Anthony Minghella,The English Patient,1996-11-14,27000000.0,231976425.0,8.591719444444445
1209,Gabriele Salvatores,Mediterraneo,1991-01-31,0.0,4532791.0,0.0
1210,Jim Sheridan,My Left Foot: The Story of Christy Brown,1989-07-21,645180.0,14743391.0,22.85159335379274
1211,Steven Soderbergh,"Sex, Lies, and Videotape",1989-08-18,1200000.0,0.0,0.0
1212,John Sayles,Passion Fish,1992-12-11,0.0,0.0,0.0
1213,Baz Luhrmann,Strictly Ballroom,1992-08-20,3000000.0,33946224.0,11.315408
1214,Errol Morris,The Thin Blue Line,1988-08-28,0.0,0.0,0.0
1215,Pedro Almodóvar,Tie Me Up! Tie Me Down!,1989-12-12,0.0,0.0,0.0
1216,Alek Keshishian,Madonna: Truth or Dare,1991-05-10,4.0,29.0,7.25
1217,Mark Aldo Miceli,Madonna: Truth or Dare,1991-05-10,4.0,29.0,7.25
1218,Jennie Livingston,Paris is Burning,1990-03-13,500000.0,3779620.0,7.55924
1219,Miloš Forman,One Flew Over the Cuckoo's Nest,1975-11-18,3000000.0,108981275.0,36.32709166666667
1220,Lou Adler,Up in Smoke,1978-01-01,0.0,41590893.0,0.0
1221,Irvin Kershner,The Empire Strikes Back,1980-05-17,18000000.0,538400000.0,29.91111111111111
1222,Rob Reiner,The Princess Bride,1987-09-18,16000000.0,30857814.0,1.928613375
1223,Steven Spielberg,Raiders of the Lost Ark,1981-06-12,18000000.0,389925971.0,21.662553944444443
1224,Terry Gilliam,Brazil,1985-02-20,15000000.0,0.0,0.0
1225,James Cameron,Aliens,1986-07-18,18500000.0,183316455.0,9.908997567567567
1226,Sergio Leone,"The Good, the Bad and the Ugly",1966-12-23,1200000.0,6000000.0,5.0
1227,Bruce Robinson,Withnail & I,1987-01-01,0.0,0.0,0.0
1228,Sidney Lumet,12 Angry Men,1957-03-25,350000.0,1000000.0,2.857142857142857
1229,David Lean,Lawrence of Arabia,1962-12-10,15000000.0,69995385.0,4.666359
1230,Stanley Kubrick,A Clockwork Orange,1971-12-18,2200000.0,26589000.0,12.085909090909093
1231,Robert Mulligan,To Kill a Mockingbird,1962-12-25,2000000.0,13129846.0,6.564923
1232,Francis Ford Coppola,Apocalypse Now,1979-08-15,31500000.0,89460381.0,2.8400120952380954
1233,Sergio Leone,Once Upon a Time in the West,1968-12-21,5000000.0,5321508.0,1.0643016
1234,Richard Marquand,Return of the Jedi,1983-05-23,32350000.0,572700000.0,17.7032457496136
1235,Wim Wenders,Wings of Desire,1987-01-01,2500000.0,3200000.0,1.28
1236,Carol Reed,The Third Man,1949-08-31,0.0,596349.0,0.0
1237,Martin Scorsese,GoodFellas,1990-09-12,25000000.0,46836394.0,1.87345576
1238,Ridley Scott,Alien,1979-05-25,11000000.0,104931801.0,9.539254636363635
1239,Sam Raimi,Army of Darkness,1992-10-09,11000000.0,0.0,0.0
1240,Luc Besson,The Big Blue,1988-05-11,0.0,0.0,0.0
1241,Akira Kurosawa,Ran,1985-06-01,11500000.0,4069653.0,0.3538828695652174
1242,John Woo,The Killer,1989-07-06,0.0,0.0,0.0
1243,Alfred Hitchcock,Psycho,1960-06-16,806948.0,32000000.0,39.655591190510414
1244,John Landis,The Blues Brothers,1980-06-17,27000000.0,115229890.0,4.267773703703703
1245,Francis Ford Coppola,The Godfather: Part II,1974-12-20,13000000.0,47542841.0,3.657141615384616
1246,Stanley Kubrick,Full Metal Jacket,1987-06-26,17000000.0,46357676.0,2.726922117647059
1247,Nick Park,A Grand Day Out,1990-05-18,0.0,0.0,0.0
1248,Kenneth Branagh,Henry V,1989-10-05,9000000.0,0.0,0.0
1249,Miloš Forman,Amadeus,1984-10-26,18000000.0,51973029.0,2.8873905
1250,John Ford,The Quiet Man,1952-07-21,0.0,0.0,0.0
1251,Sergio Leone,Once Upon a Time in America,1984-02-16,30000000.0,0.0,0.0
1252,Martin Scorsese,Raging Bull,1980-11-14,18000000.0,23000000.0,1.2777777777777777
1253,Woody Allen,Annie Hall,1977-04-19,4000000.0,38251425.0,9.56285625
1254,Philip Kaufman,The Right Stuff,1983-10-20,27000000.0,21500000.0,0.7962962962962963
1255,Andrei Tarkovsky,Stalker,1979-04-16,0.0,0.0,0.0
1256,Wolfgang Petersen,Das Boot,1981-09-16,14000000.0,85000000.0,6.071428571428571
1257,George Roy Hill,The Sting,1973-12-25,5500000.0,159616327.0,29.02115036363636
1258,Hal Ashby,Harold and Maude,1971-12-20,1200000.0,0.0,0.0
1259,Hal Hartley,Trust,1990-09-09,700000.0,0.0,0.0
1260,Ingmar Bergman,The Seventh Seal,1957-02-16,0.0,0.0,0.0
1261,Bill Forsyth,Local Hero,1983-02-17,0.0,0.0,0.0
1262,James Cameron,The Terminator,1984-10-26,6400000.0,78371200.0,12.2455
1263,Peter Jackson,Braindead,1992-08-13,3000000.0,242623.0,0.0808743333333333
1264,Edward Zwick,Glory,1989-12-15,18000000.0,26828365.0,1.4904647222222225
1265,Tom Stoppard,Rosencrantz & Guildenstern Are Dead,1991-02-08,0.0,0.0,0.0
1266,Woody Allen,Manhattan,1979-04-25,0.0,39946780.0,0.0
1267,Joel Coen,Miller's Crossing,1990-09-21,14000000.0,5080409.0,0.3628863571428571
1268,Peter Weir,Dead Poets Society,1989-06-02,16400000.0,235860116.0,14.381714390243902
1269,Mike Nichols,The Graduate,1967-12-21,3000000.0,104945305.0,34.981768333333335
1270,Orson Welles,Touch of Evil,1958-04-23,829000.0,2247465.0,2.7110554885404103
1271,Luc Besson,La Femme Nikita,1990-02-21,0.0,5000000.0,0.0
1272,David Lean,The Bridge on the River Kwai,1957-10-02,3000000.0,27200000.0,9.066666666666666
1273,Federico Fellini,8½,1963-02-14,0.0,0.0,0.0
1274,Roman Polanski,Chinatown,1974-06-20,6000000.0,30000000.0,5.0
1275,Robert Wise,The Day the Earth Stood Still,1951-09-17,1200000.0,0.0,0.0
1276,John Huston,The Treasure of the Sierra Madre,1948-01-24,3800000.0,4307000.0,1.1334210526315789
1277,Peter Jackson,Bad Taste,1987-12-01,25710.0,0.0,0.0
1278,Leo McCarey,Duck Soup,1933-11-17,0.0,0.0,0.0
1279,Savage Steve Holland,Better Off Dead...,1985-10-11,0.0,10297601.0,0.0
1280,Stanley Kubrick,The Shining,1980-05-22,19000000.0,44017374.0,2.316703894736842
1281,Rob Reiner,Stand by Me,1986-08-22,8000000.0,52287414.0,6.53592675
1282,Fritz Lang,M,1931-05-11,0.0,0.0,0.0
1283,Sam Raimi,Evil Dead II,1987-03-13,3600000.0,5923044.0,1.64529
1284,John Sturges,The Great Escape,1963-06-20,4000000.0,11744471.0,2.93611775
1285,Michael Cimino,The Deer Hunter,1978-12-08,15000000.0,50000000.0,3.333333333333333
1286,Jean-Jacques Beineix,Diva,1981-03-11,0.0,0.0,0.0
1287,Harold Ramis,Groundhog Day,1993-02-11,14600000.0,70906973.0,4.85664198630137
1288,Clint Eastwood,Unforgiven,1992-08-07,14000000.0,159157447.0,11.368389071428572
1289,John Frankenheimer,The Manchurian Candidate,1962-10-24,80000000.0,96105910.0,1.201323875
1290,Allan Moyle,Pump up the Volume,1990-08-22,0.0,11541758.0,0.0
1291,Frank Capra,Arsenic and Old Lace,1944-09-23,1120175.0,0.0,0.0
1292,Robert Zemeckis,Back to the Future,1985-07-03,19000000.0,381109762.0,20.05840852631579
1293,Jon Avnet,Fried Green Tomatoes,1991-12-27,11000000.0,119418501.0,10.856227363636364
1294,Franklin J. Schaffner,Patton,1970-01-25,12000000.0,89800000.0,7.483333333333333
1295,Jim Jarmusch,Down by Law,1986-05-01,0.0,0.0,0.0
1296,Katsuhiro Ōtomo,Akira,1988-07-16,8000000.0,553171.0,0.069146375
1297,Russell Mulcahy,Highlander,1986-03-07,16000000.0,5900000.0,0.36875
1298,Stuart Rosenberg,Cool Hand Luke,1967-06-22,3000000.0,16217773.0,5.405924333333333
1299,Jean-Paul Rappeneau,Cyrano de Bergerac,1990-03-28,0.0,0.0,0.0
1300,Mel Brooks,Young Frankenstein,1974-12-15,2800000.0,86273333.0,30.811904642857144
1301,Jim Jarmusch,Night on Earth,1991-10-03,3500000.0,2015810.0,0.5759457142857143
1302,Zhang Yimou,Raise the Red Lantern,1991-12-20,0.0,0.0,0.0
1303,Charlie Chaplin,The Great Dictator,1940-10-15,2000000.0,11000000.0,5.5
1304,Samuel Armstrong,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1305,James Algar,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1306,William Roberts,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1307,Paul Satterfield,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1308,Hamilton Luske,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1309,Jim Handley,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1310,Ford Beebe,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1311,T. Hee,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1312,Wilfred Jackson,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1313,Ben Sharpsteen,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1314,Norman Ferguson,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1315,David Hand,Fantasia,1940-11-13,2280000.0,83320000.0,36.54385964912281
1316,Fred Zinnemann,High Noon,1952-03-27,730000.0,8000000.0,10.95890410958904
1317,Howard Hawks,The Big Sleep,1946-08-23,0.0,0.0,0.0
1318,Michael Lehmann,Heathers,1988-10-01,0.0,1108462.0,0.0
1319,Jeannot Szwarc,Somewhere in Time,1980-10-02,5100000.0,0.0,0.0
1320,William Wyler,Ben-Hur,1959-12-26,15000000.0,146900000.0,9.793333333333331
1321,Rob Reiner,This Is Spinal Tap,1984-05-04,2500000.0,4736202.0,1.8944808
1322,Godfrey Reggio,Koyaanisqatsi,1982-06-06,0.0,1723872.0,0.0
1323,Howard Deutch,Some Kind of Wonderful,1987-02-27,0.0,18553948.0,0.0
1324,Steven Spielberg,Indiana Jones and the Last Crusade,1989-05-24,48000000.0,474171806.0,9.878579291666666
1325,Hal Ashby,Being There,1979-12-19,0.0,30177511.0,0.0
1326,Richard Attenborough,Gandhi,1982-11-30,22000000.0,77737889.0,3.533540409090909
1327,Philip Kaufman,The Unbearable Lightness of Being,1988-02-05,17000000.0,10006806.0,0.5886356470588235
1328,James Ivory,A Room with a View,1985-12-13,3000000.0,20966644.0,6.9888813333333335
1329,Martha Coolidge,Real Genius,1985-08-07,0.0,13000000.0,0.0
1330,Alan Parker,Pink Floyd: The Wall,1982-07-14,12000000.0,22244207.0,1.8536839166666668
1331,Roland Joffé,The Killing Fields,1984-11-02,14400000.0,34700291.0,2.409742430555556
1332,Lasse Hallström,My Life as a Dog,1985-12-12,0.0,0.0,0.0
1333,Fred M. Wilcox,Forbidden Planet,1956-03-15,1900000.0,3250000.0,1.7105263157894737
1334,Phil Alden Robinson,Field of Dreams,1989-04-21,0.0,84431625.0,0.0
1335,John Huston,The Man Who Would Be King,1975-12-03,0.0,0.0,0.0
1336,George Roy Hill,Butch Cassidy and the Sundance Kid,1969-09-23,6000000.0,102308889.0,17.0514815
1337,Wim Wenders,"Paris, Texas",1984-05-19,1746964.0,2181987.0,1.2490165796204158
1338,Wim Wenders,Until the End of the World,1991-09-12,23000000.0,0.0,0.0
1339,Rob Reiner,When Harry Met Sally...,1989-07-21,16000000.0,92823546.0,5.801471625
1340,Keoni Waxman,I Shot a Man in Vegas,1996-10-18,0.0,0.0,0.0
1341,John G. Young,Parallel Sons,1995-01-01,0.0,0.0,0.0
1342,Doug Pray,Hype!,1996-11-08,0.0,0.0,0.0
1343,John Murlowski,Santa with Muscles,1996-11-08,0.0,0.0,0.0
1344,Susan Streitfeld,Female Perversions,1996-01-22,0.0,0.0,0.0
1345,Larry Bishop,Mad Dog Time,1996-11-08,0.0,0.0,0.0
1346,Jon Sherman,Breathing Room,1996-11-08,0.0,0.0,0.0
1347,Greta Schiller,Paris Was a Woman,1996-02-19,0.0,0.0,0.0
1348,Herb Gardner,I'm Not Rappaport,1996-12-24,0.0,0.0,0.0
